metric_id,institution,city,segment,metric_name,period,value,value_text,unit,comparison_type,is_forecast,source_page,source_quote,source_file,审核结果,错误类型,备注
4361,Morgan Stanley,全国,new_home,yoy_change_pct,2026-03,-13.1,,pct,,0,,"On the other hand, we expect primary home sales volume to remain negative y-y in the coming quarters due to reduced saleable resources at developers, although a favorable base may narrow the YTD decline to high-single-digit %, versus -13.1% y-y in 3M26. Adding primary and secondary sales together, full-year home sales volume could be largely flat yy in volume terms, which is 3-4 ppt better than our previous forecast.",report_ms_inflection_202605.jsonl,,,
4370,Morgan Stanley,全国,rental,yoy_change_pct,2025,-3.8,,pct,,0,,"Bingshan data show that housing rental rates in 76 major cities have cumulatively dropped 15% since July 2021 amid the housing downtrend, including -3.1% y-y in 2022, -1.8% in 2023, -4.9% in 2024, and -3.8% in 2025. Compared with low-tier cities, which have minimal rental demand, high-tier cities have experienced an even deeper pullback, including -25% in Hangzhou and Nanjing, -23% in Zhengzhou, -20% in Wuhan, -17% in Chengdu, and -16% in Shanghai and Shenzhen. Given that home prices have retreated much faster over the period, with a cumulative decline of &gt;40%, the average rental yield in these cities has improved to 2.70% in April 2026, versus 2.01% before the correction. This includes 2.02% in Beijing, versus 1.62%; 1.95% in Shanghai, versus 1.56%; 1.79% in Shenzhen, versus 1.42%; and 2.05% in Guangzhou, versus 1.56%.",report_ms_inflection_202605.jsonl,,,
4371,Morgan Stanley,全国,rental,rental_yield,2026-04,2.7,,pct,,0,,"Bingshan data show that housing rental rates in 76 major cities have cumulatively dropped 15% since July 2021 amid the housing downtrend, including -3.1% y-y in 2022, -1.8% in 2023, -4.9% in 2024, and -3.8% in 2025. Compared with low-tier cities, which have minimal rental demand, high-tier cities have experienced an even deeper pullback, including -25% in Hangzhou and Nanjing, -23% in Zhengzhou, -20% in Wuhan, -17% in Chengdu, and -16% in Shanghai and Shenzhen. Given that home prices have retreated much faster over the period, with a cumulative decline of &gt;40%, the average rental yield in these cities has improved to 2.70% in April 2026, versus 2.01% before the correction. This includes 2.02% in Beijing, versus 1.62%; 1.95% in Shanghai, versus 1.56%; 1.79% in Shenzhen, versus 1.42%; and 2.05% in Guangzhou, versus 1.56%.",report_ms_inflection_202605.jsonl,,,
4376,Morgan Stanley,北京,rental,mom_change_pct,2026-02,1.9,,pct,,0,,"While the YTD decline softened to -0.2% in 4M26, and select Tier 1 cities recorded positive growth partially driven by post-CNY seasonality, including +1.7% in Beijing and Shanghai and +0.3% in Shenzhen, we note that cities in an uptrend have been softening quickly, while cities in a downtrend have been re-accelerating since March. For example, rental rates in Beijing grew 0.1% m-m in April, versus +1.9% in February and +0.7% in March; grew 0.3% m-m in Shanghai, versus +1.0% in both February and March; fell 1.2% mm in Shenzhen, versus +0.3% in February and +1.0% in March; and fell 0.4% m-m in Guangzhou, versus +0.6% in February and -0.1% in March.",report_ms_inflection_202605.jsonl,,,
4382,Morgan Stanley,深圳,rental,mom_change_pct,2026-02,0.3,,pct,,0,,"While the YTD decline softened to -0.2% in 4M26, and select Tier 1 cities recorded positive growth partially driven by post-CNY seasonality, including +1.7% in Beijing and Shanghai and +0.3% in Shenzhen, we note that cities in an uptrend have been softening quickly, while cities in a downtrend have been re-accelerating since March. For example, rental rates in Beijing grew 0.1% m-m in April, versus +1.9% in February and +0.7% in March; grew 0.3% m-m in Shanghai, versus +1.0% in both February and March; fell 1.2% mm in Shenzhen, versus +0.3% in February and +1.0% in March; and fell 0.4% m-m in Guangzhou, versus +0.6% in February and -0.1% in March.",report_ms_inflection_202605.jsonl,,,
4394,Morgan Stanley,一线,new_home,inventory_months,2026-03,23.0,,months,,0,,"CRIC data show that primary inventory in 70 major cities reached record-high levels across all city tiers at 32 months in March 2026, including 23 months in Tier 1 cities, 30 months in Tier 2 cities, and 42 months in Tier 3 cities, versus historical averages of 14, 15, and 18 months, respectively. This is consistent with our estimate that the national primary inventory level was ~40 months in 2025, given that low-tier cities tend to have more challenging oversupply issues.",report_ms_inflection_202605.jsonl,,,
4397,Morgan Stanley,全国,new_home,inventory_months,2025-H1,35.3,,months,,0,,| Inventory month (completed + under-constructions)              | (month)  | 36.3   | 35.3   | 38.7   |,report_ms_inflection_202605.jsonl,,,
4409,Morgan Stanley,全国,macro,yoy_change_pct,2026,0.0,,pct,,1,,"Sales durability is a concern: While the recent strong secondary sales rebound may suggest the worst has passed in select high-tier cities,   limited improvement in macro and housing indicators, divergent trends between new and secondary homes, and still-fragile home-buyer sentiment lead us to doubt the sustainability of the rebound, which will hinge on replacement demand from home sellers. Cities with recent easing may stay robust in 2Q, but growth in other cities has shown signs of rapid deceleration in the past few weeks. We lift our full-year total sales volume forecast by 3-4ppt to flat y-y in 2026, due in part to   a favorable base in 2H, and anticipate a LSD% decline in   2027. These forecasts will likely mean a continued, but soft, m-m home price downward trend during this period.",report_ms_inflection_202605.jsonl,,,
4413,Morgan Stanley,一线,macro,price_change_forecast_pct,2026,-3.0,,pct,,1,,"Adequate credit and policy achieves a normalized property market:  The central government aims to build a stable property market to support GDP growth but avoid a further property price rally. Recently, some local governments relaxed HPR, downpayment ratios and mortgage rates. Our base case factors in -3%, -3% and -5% yy growth in property prices from the end2025 level in tier 1, 2 and lower-tier cities, respectively.",report_ms_inflection_202605.jsonl,,,
4421,Morgan Stanley,上海,secondary_home,yoy_change_pct,2026-01,64.0,,pct,,0,,Jan-26  66%  64%  78%  66%  37%  37%  78%  103%  123%  93%  43%  79%  90%  83%  31%  79%  88%  68%  47%  119%  106%  97%  102%  68%,report_ms_inflection_202605.jsonl,,,
4445,Morgan Stanley,上海,secondary_home,yoy_change_pct,2026-03,15.0,,pct,,0,,Mar-26  13%  15%  -6%  2%  8%  13%  30%  25%  17%  32%  5%  26%  15%  31%  -25%  28%  39%  19%  10%  52%  24%  45%  35%  17%,report_ms_inflection_202605.jsonl,,,
4447,Morgan Stanley,深圳,secondary_home,yoy_change_pct,2026-03,-6.0,,pct,,0,,Mar-26  13%  15%  -6%  2%  8%  13%  30%  25%  17%  32%  5%  26%  15%  31%  -25%  28%  39%  19%  10%  52%  24%  45%  35%  17%,report_ms_inflection_202605.jsonl,,,
4463,Morgan Stanley,杭州,secondary_home,yoy_change_pct,2026-04,-15.0,,pct,,0,,Apr-26  30%  25%  22%  22%  15%  27%  44%  54%  74%  45%  13%  39%  33%  46%  -15%  60%  57%  39%  26%  70%  41%  47%  26%  30%,report_ms_inflection_202605.jsonl,,,
4479,Morgan Stanley,全国,developer,developer_sales_amount,2026-02,780.0,,CNY_100m,,0,,| Aggregate              |                |                                  |         |         | 216     |         | 146     |         | 165     |         |         |         | 78      | 173     | 169     | 3%       | -2%     | 623     | 521              | -16% |          |,report_ms_inflection_202605.jsonl,,,
4490,Morgan Stanley,全国,developer,developer_sales_amount,2026-04,1590.0,,CNY_100m,yoy,0,,| Top 30 (attributable)  |                |                                  | 155     | 170     | 195     | 114     | 119     | 140     | 156     | 140     | 209     | 96      | 50      | 181     | 159     | 2% -12%  |         | 580     | 486              | -16% |          |,report_ms_inflection_202605.jsonl,,,
4501,Morgan Stanley,香港,secondary_home,mom_change_pct,2023-09,-2.6,,pct,,0,,| Sep-23        | -33%      | -1%        | -22%                 | -33% -26%            | -14%             | -2.6%   | 6.7%       | 2.8%               | 4.13%                             | 2.8%                              | 3%                                | 0.7%                          | 0.44%                         | 67.7%                         | 50%              | 59.9%            |,report_ms_inflection_202605.jsonl,,,
4508,Morgan Stanley,香港,secondary_home,yoy_change_pct,2023-12,288.0,,pct,,0,,| Dec-23        | 288%      | -11%       | -13%                 | -10% 17%             | -11%             | -2.5%   | 8.5%       | 4.0%               | 4.13%                             | 2.9%                              | -14%                              | 0.7%                          | 0.44%                         | 67.7%                         | 50%              | 56.0%            |,report_ms_inflection_202605.jsonl,,,
4538,Morgan Stanley,香港,secondary_home,yoy_change_pct,2024-10,353.0,,pct,,0,,| Oct-24        | 353%      | 20%        | 75%                  | 16% 121%             | 19%              | 0.7%    | 5.9%       | 8.6%               | 3.88%                             | 3.1%                              | 19%                               | -0.4%                         | 0.49%                         | 67.0%                         | 51%              | 52.3%            |,report_ms_inflection_202605.jsonl,,,
4542,Morgan Stanley,香港,macro,mortgage_rate,2024-11,3.63,,pct,,0,,| Nov-24        | 356%      | 24%        | 90%                  | 43% 147%             | 28%              | 1.2%    | 5.9%       | 7.3%               | 3.63%                             | 3.1%                              | 14%                               | -0.4%                         | 0.49%                         | 67.0%                         | 51%              | 51.1%            |,report_ms_inflection_202605.jsonl,,,
4546,Morgan Stanley,香港,secondary_home,mom_change_pct,2024-12,-0.7,,pct,,0,,| Dec-24        | -8%       | -23%       | 63%                  | -43% 40%             | -28%             | -0.7%   | 5.9%       | 7.3%               | 3.50%                             | 3.1%                              | 18%                               | -0.4%                         | 0.49%                         | 67.0%                         | 51%              | 50.3%            |,report_ms_inflection_202605.jsonl,,,
4548,Morgan Stanley,香港,macro,mortgage_rate,2025-01,3.5,,pct,,0,,| Jan-25        | -23%      | 2%         | 16%                  | -28% 4%              | -3%              | 0.6%    | 4.4%       | 9.6%               | 3.50%                             | 3.1%                              | 31%                               | -0.3%                         | 0.49%                         | 67.0%                         | 51%              | 49.4%            |,report_ms_inflection_202605.jsonl,,,
4558,Morgan Stanley,香港,secondary_home,mom_change_pct,2025-04,-0.1,,pct,,0,,| Apr-25        | -56%      | 72%        | -17%                 | -8% -33%             | 63%              | -0.1%   | 4.0%       | 9.3%               | 3.50%                             | 3.4%                              | 25%                               | -0.3%                         | 0.49%                         | 67.0%                         | 51%              | 48.2%            |,report_ms_inflection_202605.jsonl,,,
4562,Morgan Stanley,香港,secondary_home,yoy_change_pct,2025-06,119.0,,pct,,0,,| Jun-25        | 119%      | -13%       | 32%                  | -18% 54%             | -14%             | 1.0%    | 4.0%       | 11.5%              | 2.03%                             | 3.5%                              | 36%                               | -0.3%                         | 0.49%                         | 67.0%                         | 51%              | 42.1%            |,report_ms_inflection_202605.jsonl,,,
4583,Morgan Stanley,香港,macro,mortgage_rate,2026-02,3.25,,pct,,0,,|               | 185%      |            |                      | 70% 108%             | 10%              |         |            | 9.8%               | 3.25%                             | 3.8%                              | 16%                               |                               |                               | 67.0%                         |                  |                  |,report_ms_inflection_202605.jsonl,,,
4586,Morgan Stanley,,developer,yoy_change_pct,2026-06,-13.0,,pct,yoy,0,,"CRIC data show the sales decline for the top 100 developers widened to 13% y-y in June. Home sales may stay weak in coming months, potentially leading to faster m-m home price drops. We suggest waiting for better entry points and sticking with quality alpha plays.",report_ms_june_202606.jsonl,,,
4589,Morgan Stanley,,developer,yoy_change_pct,2026-H1,-14.0,,pct,yoy,0,,"Major developers' sales weakened, as we expected, falling 11% and 13% y-y in June for top 50 and top 100 developers on attributable basis (vs. -2% each in May). This narrowed the YTD sales declines slightly to 14% for the top 50 and 16% y-y for the top 100. For the 25 major developers we track, the sales drop narrowed to 19% y-y (vs. -26% in May), bringing the YTD sales decrease to 25% y-y.",report_ms_june_202606.jsonl,,,
4611,Morgan Stanley,一线,secondary_home,mom_change_pct,2026-02,-0.1,,pct,,0,,"In particular, Tier-1 cities saw a rebound of +0.2% in primary and +0.4% in secondary   (vs. flat and -0.1% in February) amid strong secondary sales.",report_ms_mar_202604.jsonl,,,
4612,Morgan Stanley,全国,macro,yoy_change_pct,2026-03,-11.3,,pct,,0,,"Combined with the reduced construction scale, the decline of real estate investment widened slightly to -11.3% y-y in March (vs. -11.1% in 2M26).",report_ms_mar_202604.jsonl,,,
4614,Morgan Stanley,,secondary_home,yoy_change_pct,2026-06,9.2,,pct,yoy,0,,"25-city secondary real-time home sales softened to 9.2% y-y MTD as of June 10 (vs. 30% in April, 26% in May) despite a lower base from Dragon Boat holiday.",report_ms_weakening_202606.jsonl,,,
4616,Morgan Stanley,,secondary_home,yoy_change_pct,2026-05,26.0,,pct,yoy,0,,"25-city secondary real-time home sales softened to 9.2% y-y MTD as of June 10 (vs. 30% in April, 26% in May) despite a lower base from Dragon Boat holiday.",report_ms_weakening_202606.jsonl,,,
4620,Nomura,,new_home,yoy_change_pct,2026-04,4.7,,pct,,0,,"On city-level data, growth in new home sales by floor space in 20 major cities improved to 4.7% y-o-y in April from -5.0% in March, while growth in existing home sales volume in a sample of 18 major cities rose to 13.9% y-o-y in April from -2.9% in March.",report_nomura_apr_202604.jsonl,,,
4621,Nomura,,secondary_home,yoy_change_pct,2026-04,13.9,,pct,,0,,"On city-level data, growth in new home sales by floor space in 20 major cities improved to 4.7% y-o-y in April from -5.0% in March, while growth in existing home sales volume in a sample of 18 major cities rose to 13.9% y-o-y in April from -2.9% in March.",report_nomura_apr_202604.jsonl,,,
4622,Nomura,全国,developer,yoy_change_pct,2026-02,-29.9,,pct,,0,,"Sales growth remained deeply negative in January-February 2026, at -29.9% y-o-y and -30.5%, respectively, in volume and value terms, it barely improved from - 33.6% and -35.2% in Q4.",report_nomura_feb_202603.jsonl,,,
4624,Nomura,,new_home,yoy_change_pct,2026-02,-24.5,,pct,,0,,"According to data from local housing authorities, growth of new home sales volumes in the Wind survey of 20 major cities was -24.5% y-o-y in JanuaryFebruary, little changed from -26.7% in December.",report_nomura_feb_202603.jsonl,,,
4629,Nomura,北京,secondary_home,mom_change_pct,2026-03,0.6,,pct,,0,,"All tier-1 cities posted price gains in March: 0.6% m-o-m in Beijing, 0.4% in Shanghai, 0.2% in Guangzhou and 0.4% in Shenzhen, compared with their changes of 0.3%, 0.2%, -0.5% and -0.4% in February.",report_nomura_gdp_202604.jsonl,,,
4632,Nomura,深圳,secondary_home,mom_change_pct,2026-03,0.4,,pct,,0,,"All tier-1 cities posted price gains in March: 0.6% m-o-m in Beijing, 0.4% in Shanghai, 0.2% in Guangzhou and 0.4% in Shenzhen, compared with their changes of 0.3%, 0.2%, -0.5% and -0.4% in February.",report_nomura_gdp_202604.jsonl,,,
4639,UBS,二线,,price_change_forecast_pct,2026,-5.0,,pct,,1,,"In 2026, we expect property prices in tier 1 cities to stabilize   (previously -10%) and in tier 2 cities to still decline by 5% (previously -10%).",report_ubs_ai_202605.jsonl,,,
4643,UBS,二线,,price_bottom_timing,2026,,2026-H2,text,,1,,"Among cities, we expect tier 1 cities have stabilized already, and tier 2 cities property price may stabilize in 2H26.",report_ubs_ai_202605.jsonl,,,
4665,UBS,全国,secondary_home,yoy_change_pct,2025,9.0,,pct,,0,,"| 2025  | 6,700                   | -7%                     | 786                   | 9%                    | 8,522           | -12%            | 7,333                 | -13%                  | 733                 | -9%                 | 10,006                | -4%                   | 2.3                  | 5%                   | 48%                                                                 |",report_ubs_ai_202605.jsonl,,,
4673,UBS,一线,new_home,inventory_months,2026-03,25.2,,months,,0,,Figure 21: Tier 1 cities' inventory reached 25.2 months,report_ubs_ai_202605.jsonl,,,
4679,UBS,一线,rental,rental_yield,2026-03,2.6,,pct,,1,,"This implies a fair rental yield for residential property in tier 1 cities is 2.6%, vs tier 1 cities' average yield of 1.8%.",report_ubs_downcycle_202603.jsonl,,,
4683,UBS,一线,rental,mom_change_pct,2026-01,-0.7,,pct,,0,,"Figure 2: Tier 1 city secondary rental price decrease 2.3% YoY and 0.7% MoM, as of Jan 2026",report_ubs_downcycle_202603.jsonl,,,
4693,UBS,全国,developer,yoy_change_pct,2026Q1,-11.2,,pct,,0,,| # Real estate development FAI     | -29.4           | -11.2           | -11.1           | -11.3           |                           |                           |,report_ubs_gdp_202604.jsonl,,,
4694,UBS,全国,developer,yoy_change_pct,2026-02,-11.1,,pct,,0,,| # Real estate development FAI     | -29.4           | -11.2           | -11.1           | -11.3           |                           |                           |,report_ubs_gdp_202604.jsonl,,,
4701,UBS,一线,rental,yoy_change_pct,2026-06,-3.1,,pct,,0,,"Figure 9: Tier 1 cities rental price still declined at 3.1% YoY as of June 2026, while Shenzhen rental price was +0.5% YoY",report_ubs_hpf_202608.jsonl,,,
4705,UBS,全国,secondary_home,yoy_change_pct,2026-08,1.4,,pct,,0,,"50 cities secondary listing (for sale) growth is slowing to +1.4% YoY in Aug 2026, vs +10% in Dec 2025.",report_ubs_hpf_202608.jsonl,,,
4709,UBS,一线,rental,yoy_change_pct,2025-12,-2.0,,pct,,0,,"In the four tier 1 cities in mainland China, rental prices have been declining since June 2023 and declined by 2% YoY in Dec 2025.",report_ubs_rally_202601.jsonl,,,
4712,UBS,一线,macro,mortgage_rate,2026-01,3.1,,pct,,0,,"2) wide gap of 130bps between average rental yield (1.8%) and mortgage rate (3.1%) in tier 1 cities, which hinders home buyers.",report_ubs_survey_202601.jsonl,,,
4713,UBS,全国,secondary_home,price_change_forecast_pct,2026,-10.0,,pct,yoy,1,,"we expect two years of downcycle in 2026-27, and forecast a 10%/5% YoY decline for secondary property price and new home sales in 2026/27, respectively.",report_ubs_survey_202601.jsonl,,,
4715,UBS,全国,secondary_home,yoy_change_pct,2026-06,2.3,,pct,,0,,"To cross-check, secondary listings across 50 cities grew by 2.3% YoY as of June 2026, vs 10% YoY growth in Jan 2026.",report_ubs_survey_202606.jsonl,,,
4716,UBS,一线,secondary_home,yoy_change_pct,2026-06,-9.3,,pct,,0,,"In particular, secondary listing in tier-1 cities fell by 9.3% YoY, vs flattish YoY in Jan 2026.",report_ubs_survey_202606.jsonl,,,
4729,UBS,全国,secondary_home,inventory_months,2026-01,32.0,,months,,0,,Figure 12: ... while inventory months across 80 cities remained largely flattish at around 32 months,report_ubs_top100_202603.jsonl,,,
4730,UBS,,secondary_home,yoy_change_pct,2026-01,-20.9,,pct,,0,,Figure 13: Secondary housing index in six major cities declined by 20.9% YoY as of Jan 2026 and dropped 43% from peak,report_ubs_top100_202603.jsonl,,,
4732,UBS,全国,new_home,yoy_change_pct,2026-02,-20.0,,pct,,0,,Figure 7: 30-city primary residential sales declined by 20% YoY in Feb 2026,report_ubs_top100_202603.jsonl,,,
4742,UBS,,developer,developer_sales_amount,2026-02,78.0,,CNY_100m,yoy,0,,| CMSK                          | 7.8              | -25%             | 2%               | 15.5     | 21 %      |,report_ubs_top100_202603.jsonl,,,
4757,UBS,,developer,mom_change_pct,2026-02,-42.0,,pct,,0,,| Poly Property                 | 2.2              | -37%             | -42%             |          |           |,report_ubs_top100_202603.jsonl,,,
4774,UBS,,developer,developer_sales_amount,2026-02,7.0,,CNY_100m,yoy,0,,| Hopson                        | 0.7              | 76%              | 85%              |          |           |,report_ubs_top100_202603.jsonl,,,
4777,UBS,,developer,mom_change_pct,2026-02,-36.0,,pct,,0,,| Grandjoy                      | 0.7              | - 19%            | -36%             |          |           |,report_ubs_top100_202603.jsonl,,,
4784,UBS,,developer,developer_sales_amount,2026-02,5.0,,CNY_100m,yoy,0,,| SCE                           | 0.5              | -36%             | 13% 1            |          | %         |,report_ubs_top100_202603.jsonl,,,
4795,中指院,全国,new_home,mom_change_pct,2026-02,-0.04,,pct,,0,,2 ⽉， 全国 100 个城市新建住宅平均价格为 17107 元 / 平⽅⽶， 环⽐下跌 0.04% ， 同⽐上涨 2.37% 。,report_zhongzhi_100cities_202602.jsonl,,,
4808,中指院,一线,secondary_home,yoy_change_pct,2026-02,-7.85,,pct,,0,,⼀ 线 城市⼆⼿住宅价格环⽐下跌 0.42% ，同⽐下跌 7.85% ；⼆ 线 城市环⽐下跌 0.57% ，同⽐下跌 9.44% ； 三 四 线代表 城市环⽐下跌 0.54% ，同⽐下跌 8.51% 。,report_zhongzhi_100cities_202602.jsonl,,,
4824,中指院,杭州,new_home,mom_change_pct,2026-02,0.57,,pct,,0,,| 杭州         | 0.57%  | 9.11%  |              33477 |               31000 |,report_zhongzhi_100cities_202602.jsonl,,,
4827,中指院,北京,secondary_home,mom_change_pct,2026-02,-0.66,,pct,,0,,| 北京         | -0.66% | -8.97%  |              62731 |               56369 |,report_zhongzhi_100cities_202602.jsonl,,,
4833,中指院,广州,secondary_home,mom_change_pct,2026-02,-0.41,,pct,,0,,| ⼴州         | -0.41% | -9.06%  |              33283 |               29508 |,report_zhongzhi_100cities_202602.jsonl,,,
4836,中指院,深圳,secondary_home,mom_change_pct,2026-02,-0.18,,pct,,0,,| 深圳         | -0.18% | -6.05%  |              63578 |               56584 |,report_zhongzhi_100cities_202602.jsonl,,,
4851,IMF,全国,macro,mortgage_rate,2025-12,3.1,,pct,,0,,"In December 2025, the weighted average interest rates of new corporate loans and mortgages both stood at about 3.1 percent, down 2.5 and 2.6 percentage points respectively from the second half of 2018.",report_zhongzhi_annual_2026.jsonl,,,
4853,IMF,全国,,price_bottom_timing,2026-02,,entered a bottoming phase,text,,1,,"After more than three years of deep adjustment, the real estate market has entered a bottoming phase.",report_zhongzhi_annual_2026.jsonl,,,
4866,中指院,二线,secondary_home,yoy_change_pct,2026-03,-9.17,,pct,,0,,分梯队看，二手住宅方面， 各线城市二手房价格环比跌幅均有所收 窄，3 月一线、二线及三四线城市二手住宅价格环比分别下跌 0.16%、 0.42%、 0.34%， 环比跌幅较上月分别收窄 0.26、 0.15、 0.20 个百分点， 同比分别下跌7.72%、9.17%、8.27%；从涨跌城市个数看，7 个城市,report_zhongzhi_mar_202603.jsonl,,,
4872,中指院,上海,secondary_home,secondary_volume_units,2026-03,30000.0,,units,,0,,核心城市中，上海、合肥二手房挂牌均价环比出现上涨。 3 月 上海 二手房价格环比上涨0.08%，自2023 年 6 月以来首次上涨， ' 沪七条 ' 新政实施一个月以来，上海成为今年 ' 小阳春 ' 行情中活跃度最高的城市， 3 月二手商品房成交超3万套，创近五年新高，3月二手房量价齐升。 合肥 3 月二手房挂牌均价环比上涨0.03%， 自2023年5月以来首次上 涨。此外， 北京 3 月二手房价格环比下跌0.31%，跌幅收窄0.35 个百 分点，二手住宅成交量截 至 30 日 已超1.8 万套，市场有所升 温 。3 月核 心城市二手房'小阳春'行情显现。,report_zhongzhi_mar_202603.jsonl,,,
4886,中指院,深圳,rental,mom_change_pct,2026-03,0.41,,pct,,0,,| 深圳   | 0.41%↑  |            82.20 |              61.71 | 杭州      | -0.03%↓ |            48.42 |              46.38 |,report_zhongzhi_mar_202603.jsonl,,,
4891,中指院,上海,rental,rent_level,2026-03,81.61,,CNY_per_sqm_month,mom,0,,| 上海   | 0.37%↑  |            81.61 |              73.78 | 常州      | -0.09%↓ |            22.79 |              20.38 |,report_zhongzhi_mar_202603.jsonl,,,
3593,中指院,全国,secondary_home,avg_price,2026-03,12792.0,,CNY_per_sqm,yoy,0,,全国100个城市二手住宅平均价格同比下跌8.55%,report_中指院百城_202603.csv,,,
3596,中指院,一线,new_home,mom_change_pct,2026-03,0.24,,pct,,0,,一线城市新建住宅价格环比上涨0.24%，同比上涨6.19%,report_中指院百城_202603.csv,,,
4896,中指院,全国,new_home,mom_change_pct,2026-08,-7.0,,pct,,0,,根据中指初步统计，8月重点100城新建商品住宅成交面积约1500万平米，环比下降约7%，同比下降约7%,web_cih_index_202608.jsonl,,,
4905,中指院,上海,secondary_home,secondary_volume_units,2026-08,23000.0,,units,yoy,0,,其中，8月北京二手住宅、上海二手商品房分别成交1.4万、2.3万套，高基数下同比仍分别增长3.9%、17.9%,web_cih_index_202608.jsonl,,,
4920,中指院,二线,new_home,mom_change_pct,2026-08,0.09,,pct,,0,,二线城市环比上涨0.09%，同比上涨1.74%,web_cih_index_202608.jsonl,,,
4932,克而瑞,北京,land,land_transaction_value,2026-06,140.5,,CNY_100m,,0,,1月无成交，2月起逐步放量，4月与6月为成交高峰，成交总价分别达149.70亿元和140.50亿元。,web_cric_bj_2026h1.jsonl,,,
4934,克而瑞,北京,new_home,new_home_volume_area,2026-H1,235.04,,10k_sqm,,0,,2026年上半年，北京新房市场（商品住宅口径）累计供应13624套/158.15万㎡、成交19061套/235.04万㎡，成交均价57442元/㎡，供求比0.67。,web_cric_bj_2026h1.jsonl,,,
4949,克而瑞,全国,secondary_home,yoy_change_pct,2026-H1,12.0,,pct,,0,,20城上半年累计成交面积约9316.5万㎡，环比上涨22%、同比上涨12%，无论单季度还是半年度维度，二手房成交规模均实现环比、同比双增长，市场修复趋势明确，整体上半年年实现近四年半年度成交规模新高。,web_cric_dev_2026h1.jsonl,,,
4956,克而瑞,全国,land,premium_rate_pct,2026-06,13.7,,pct,,0,,得益于地方因城施策积极出台一系列可感可及的稳市场政策，二季度以来核心城市优质板块的土拍热度逐步攀升，6月份平均溢价率达到13.7%，近一年以来首次达到10%以上。,web_cric_dev_2026h1.jsonl,,,
4963,克而瑞,杭州,new_home,new_home_volume_area,2026-05,48.5,,10k_sqm,yoy,0,,成交48.50万㎡（环比-16.98%、同比-4.92%）,web_cric_hz_202605.jsonl,,,
4964,克而瑞,杭州,new_home,mom_change_pct,2026-05,-16.98,,pct,,0,,成交48.50万㎡（环比-16.98%、同比-4.92%）,web_cric_hz_202605.jsonl,,,
4968,克而瑞,杭州,new_home,new_home_volume_area,2026-07,28.09,,10k_sqm,yoy,0,,7月成交面积28.09万㎡为近期低点，较6月（54.18万㎡）明显回落,web_cric_hz_202607.jsonl,,,
4970,克而瑞,杭州,new_home,avg_price,2026-07,48563.0,,CNY_per_sqm,mom,0,,成交均价48563元/㎡创近13个月新高,web_cric_hz_202607.jsonl,,,
4979,克而瑞,杭州,land,premium_rate_pct,2026-H1,79.03,,pct,,0,,滨江、上城、萧山、余杭等核心区域溢价率居前，其中滨江永久河单元地块经过243轮竞价，楼面价高达5.16万元/㎡，溢价率79.03%，刷新板块纪录。,web_cric_hz_2026h1.jsonl,,,
4989,克而瑞,杭州,developer,developer_sales_amount,2026-H1,133.23,,CNY_100m,,0,,本土民企兴耀房产集团以133.23亿元位居第三，展现出本土民企的强劲实力与逆势崛起的韧性。,web_cric_hz_2026h1.jsonl,,,
4996,克而瑞,上海,land,premium_rate_pct,2024-H1,7.0,,pct,,0,,2024年同期（成交17幅、416亿元、溢价率7%）对比可见，成交金额、幅数较2025年同期回落，但显著高于2024年同期，整体溢价率处于近三年中等水平。,web_cric_sh_2026h1.jsonl,,,
5006,克而瑞,上海,secondary_home,secondary_volume_units,2026-06,25158.0,,units,yoy,0,,"其中6月成交25,158套，同比去年6月上涨21.1%，且连续7个月（剔除春节二月）稳居2.2万套之上",web_cric_sh_2026h1.jsonl,,,
5017,克而瑞,深圳,land,premium_rate_pct,2025-H1,35.74,,pct,,0,,平均溢价率60.56%，较2025H1的35.74%、2025p的32.03%显著攀升。,web_cric_sz_2026h1.jsonl,,,
5022,克而瑞,深圳,new_home,avg_price,2026-H1,66032.0,,CNY_per_sqm,yoy,0,,成交均价66032元/㎡。同比2025H1（成交238.41万㎡/24879套/均价59844元），成交面积小幅回落，成交均价同比+10.3%,web_cric_sz_2026h1.jsonl,,,
5030,克而瑞,深圳,secondary_home,secondary_volume_units,2026-H1,37378.0,,units,mom,0,,2026年上半年深圳二手房总成交37378套，同比+6.7%，环比+11.5%；,web_cric_sz_2026h1.jsonl,,,
5041,克而瑞,深圳,developer,developer_sales_amount,2026-H1,107.8,,CNY_100m,,0,,2026年上半年，金额榜由中海地产（133.10亿）、华润置地（118.61亿）、招商蛇口（115.66亿）三大央国企领衔，凭借核心区高货值项目支撑；本地龙头鸿荣源（107.80亿）、宏发集团、京基集团紧随。,web_cric_sz_2026h1.jsonl,,,
